Transaction ID,Amount ($),Time (Seconds Since Last Transaction),Location,Transaction Type,Device Used,"Fraud (1 = Yes, 0 = No)"
TXN00097,0.3167581245355885,0.6965967765718535,0,3,3,0
TXN00098,-0.4937403462189562,-0.6397149736137197,0,3,0,0
TXN00099,0.41828774849969275,-0.6731401763281061,2,1,1,0
TXN00100,-0.654379682764902,-1.0463882733054208,0,0,0,0
TXN00101,0.4509719425155346,0.5211144623213249,2,1,3,0
TXN00102,1.1860186036803169,0.9438040049803363,1,0,1,0
TXN00103,-0.6526411618066126,0.8379575297181127,1,0,2,0
TXN00104,0.7767707700989788,-1.6654508819114524,5,1,2,0
TXN00105,-0.8786488863842419,-0.14042600806757272,3,1,0,0
TXN00106,1.3960319354416832,-0.6794074018370535,2,1,3,0
TXN00107,-0.782334825295006,1.258557997207475,5,0,0,0
TXN00108,1.1032650060657387,-1.2928991433240207,4,0,3,0
TXN00109,1.662373346251628,1.6373769613038542,5,0,2,0
TXN00110,0.02607742030959135,1.4591092134937933,1,0,1,0
TXN00111,1.0879660216327915,-1.3311988547675884,4,0,2,0
TXN00112,-0.3967308767464045,1.023188861427004,5,0,0,1
TXN00113,-1.374475063688395,-1.5442845220718018,0,3,1,0
TXN00114,0.8358804826808203,1.6652312968991763,3,1,3,0
TXN00115,-1.5573674685004457,1.0197070694775887,2,0,2,0
TXN00116,0.6707209916433219,1.0009053929507463,0,3,3,0
TXN00117,1.418980412091104,-1.4189400118928528,4,2,2,0
TXN00118,0.6804567090097429,-0.9154728960074074,3,3,3,0
TXN00119,-0.17141856055209093,1.6861220485956678,5,1,2,0
TXN00120,-1.6602879092311815,-1.4460979890982917,0,2,2,0
TXN00121,0.053198347258906875,-0.6543384998012637,1,0,3,0
TXN00122,0.34631298082650924,1.4180240684906935,1,1,2,0
TXN00123,0.9527090910778717,1.7411343613964287,3,2,2,0
TXN00124,0.7141840156005583,-0.37858057740757584,1,3,2,0
TXN00125,-1.2159219522923965,-1.6006895516523287,2,2,0,0
TXN00126,1.000344565335003,-1.7058396685246693,3,1,2,0
TXN00127,-1.431846255311947,-0.4391637573274012,3,2,3,0
TXN00128,-0.7618202779871904,-0.8061446287957686,1,3,3,0
TXN00129,0.8438776790889517,0.6680460825866484,3,2,0,0
TXN00130,1.3122352252521314,-1.6396856214857796,5,3,2,0
TXN00131,0.04693967180906483,1.1917075917787021,4,2,0,0
TXN00132,0.3609165568761407,1.479303606800402,0,3,0,1
TXN00133,-1.120998707969792,-0.3820623693569911,4,3,2,0
TXN00134,0.9015965749041617,-0.6438931239530179,0,3,3,0
TXN00135,0.4843515449146921,1.2056347595763632,1,0,2,0
TXN00136,0.6644623161934798,-1.463506948845368,2,3,0,0
TXN00137,-1.1484673391107656,-0.6487676326821993,2,1,1,0
TXN00138,-0.6046579833578235,-0.2567178591780421,1,3,0,0
TXN00139,-0.11995834018672301,-1.017837579320216,1,0,3,0
TXN00140,-1.3636962337470002,0.7272365457267077,3,0,2,0
TXN00141,0.5865765772621122,-1.6772889745394644,2,1,1,0
TXN00142,1.7152243833836274,-1.1940162519606274,4,3,0,0
TXN00143,-0.6342128396487443,0.38184278434471486,1,0,0,0
TXN00144,0.32475532094372,1.3114812348385867,4,0,0,0
TXN00145,1.671761359426391,0.2766926674723743,0,2,2,0
TXN00146,-0.7955475845780059,-0.4259329479196233,4,2,2,0
TXN00147,-0.47079186956953534,-0.15226410069558455,2,1,0,0
TXN00148,1.5903985785784445,-0.6146460715779298,0,2,2,1
TXN00149,0.16307287182280053,0.45217498172290294,4,3,1,0
TXN00150,-1.1536829019856338,-1.312397178240746,3,2,1,0
TXN00151,1.6481174743936544,1.563562971976251,3,0,3,0
TXN00152,0.2124468670382211,0.6436735389407418,2,1,2,0
TXN00153,0.8383144120224255,0.8184594948013872,3,2,2,0
TXN00154,-1.2778132984075012,-0.24070161621073194,1,1,0,0
TXN00155,0.6241286299611645,1.2397563206806326,0,3,1,0
TXN00156,0.30702240716916757,0.8880953337896923,2,3,2,0
TXN00157,1.5622345390541552,-0.7755048596409144,0,2,2,0
TXN00158,0.8849067737045829,0.6770987416551281,4,2,2,0
TXN00159,1.3630000372341835,-1.492057642830573,1,2,0,0
TXN00160,0.20653589578003695,-1.7336940041199913,2,0,1,0
TXN00161,0.19088920715543184,-1.6905197839472423,4,3,2,0
TXN00162,-0.19749637492643277,-0.492086994958513,4,0,2,0
TXN00163,-0.4287196623789305,0.9222168948939617,4,2,0,0
TXN00164,-1.5013870936435252,-1.577013366396305,4,3,3,0
TXN00165,-1.0372019977802402,-1.0080885618618531,4,0,0,0
TXN00166,1.0476323354004762,-1.145967523058697,2,0,2,0
TXN00167,-1.2120972061841597,0.13254648076658293,3,1,1,0
TXN00168,-0.5831003234750343,1.134606203808292,4,0,1,0
TXN00169,-0.42350409950406215,-0.8743877510043075,1,2,2,0
TXN00170,0.08727335804138023,-0.35211895859201997,2,2,3,0
TXN00171,-1.0876191055706346,1.2300073032222698,5,0,0,0
TXN00172,0.5577171293545072,-0.8437479818494533,3,1,2,0
TXN00173,-1.2830288612823695,-0.6236987306464095,1,1,2,0
TXN00174,-0.48678626238579836,0.04271624847166947,4,1,2,0
TXN00175,0.8946424910710039,-0.37440242706827753,2,0,0,0
TXN00176,0.7993715425567417,-0.5533665332682214,2,0,1,0
TXN00177,-1.163070915160397,-1.0693681001715616,4,1,0,0
TXN00178,-0.44680028034514085,0.5580214569851265,1,0,2,0
TXN00179,-1.489217446935499,-1.4857904173216254,2,3,1,0
TXN00180,-0.08484021682927599,0.7697144075095738,0,2,3,0
TXN00181,-1.434975593036868,-1.0596190827131988,3,0,2,0
TXN00182,1.1067420479823176,-1.5658716321581763,1,3,1,0
TXN00183,0.30389306944424654,0.6659570074169994,4,0,1,0
TXN00184,0.8383144120224255,1.2146874186448429,1,3,1,0
TXN00185,0.5378979904300074,-0.24070161621073194,0,1,2,0
TXN00186,0.09318432929956438,-1.632025679197066,1,2,3,0
TXN00187,0.06641110654190674,-1.3562677568033783,5,0,1,0
TXN00188,-1.1383839175526866,-1.2525103567108038,4,3,2,0
TXN00189,0.2816400011781415,-1.019926654489865,3,3,1,0
TXN00190,1.7190491294918642,1.0865574749063616,4,1,0,0
TXN00191,0.1926277281137213,1.0552213473616243,5,2,1,0
TXN00192,-0.017385603647645066,0.6053738274971739,4,2,2,0
TXN00193,-0.5114732599935087,0.3212596044248895,4,2,1,0
TXN00194,-1.6616787259978132,-1.2260487378952478,3,3,1,0
TXN00195,-0.2652986922997216,1.3992223919638511,5,0,0,0
TXN00196,1.3828191761586832,0.04550168203120167,4,0,0,0
TXN00197,-0.20584127552622217,-0.9328818557544838,0,1,2,0
TXN00198,-0.922807318724794,-0.5255121976728995,4,2,3,0
TXN00199,1.051109377317055,-1.0108739954213855,2,0,3,0
TXN00200,-0.7127939869634278,0.29410162721945055,4,3,3,0
TXN00201,0.9721805258107137,1.636680602913971,3,3,3,0
TXN00202,-1.6634172469561026,0.03505630618295592,2,2,2,0
TXN00203,0.7454773928497685,1.3400319288237919,0,1,2,0
TXN00204,-1.060845882812977,-0.8688168838852431,0,1,0,1
TXN00205,0.4541012802404556,-1.1961053271302766,0,2,0,0
TXN00206,1.3278819138767366,-0.39947132910406735,5,3,3,0
TXN00207,1.51529447318034,0.6422808221609756,0,1,0,0
TXN00208,-0.24304562403361654,0.006505612197750864,1,3,2,0
TXN00209,-0.858829747459742,0.661778857077701,3,3,3,0
TXN00210,1.7402590851829955,0.7348964880154213,5,0,1,0
TXN00211,-1.5027779104101568,-0.8890112771918516,2,1,1,0
TXN00212,-0.7545184899623747,0.30733243662722853,1,3,1,0
TXN00213,0.7360893796750054,-1.4426161971488765,5,0,0,0
TXN00214,0.5441566658798495,0.8992370680278211,3,3,3,0
TXN00215,1.5924848037283919,1.7202436096999372,2,2,1,0
TXN00216,-1.041374448080135,-1.1849635928921478,3,1,3,0
TXN00217,1.1672425773307906,-0.4308074566488046,3,3,2,0
TXN00218,-0.7197480707965855,1.4625910054432087,2,1,1,0
TXN00219,-1.1289959043779236,-0.32356826460681487,0,0,1,0
TXN00220,-1.0910961474872134,-0.030401382466050793,4,1,1,0
TXN00221,1.2861574108777896,1.6248425102859594,3,3,2,0
TXN00222,-0.6971472983388226,-1.3437333057854832,0,1,3,0
TXN00223,-1.050762461254898,0.11235208745997448,2,2,1,0
TXN00224,0.27051346704508894,0.9848891499834362,3,2,1,0
TXN00225,0.5956168862452174,-1.3583568319730273,4,0,3,0
TXN00226,-0.9026404756086364,1.5774901397739118,2,3,0,0
TXN00227,-0.08518792102093388,0.4500859065532538,5,1,0,0
TXN00228,-1.1053520193451871,0.5566287402053605,5,0,1,0
TXN00229,1.1036127102573965,0.08380139347476942,0,0,1,0
TXN00230,1.0914430635493704,1.6868184069855507,5,3,0,0
TXN00231,0.5684959592959018,-0.37997329418734194,1,1,0,0
TXN00232,0.19228002392206342,0.45635313206220124,3,0,1,1
TXN00233,-0.3198882503900105,0.18686243517746084,3,0,3,0
TXN00234,-1.6408164744983398,0.536434346898752,2,3,0,0
TXN00235,0.4541012802404556,1.1262499031296955,1,3,1,0
TXN00236,1.3330974767516048,-0.4140948552916114,3,0,2,0
TXN00237,1.469745224073156,0.007201970587633914,2,1,3,0
TXN00238,-1.019469084005688,0.2363038808591574,4,0,1,0
TXN00239,0.15368485864803746,0.9633020398970618,3,2,2,0
TXN00240,-0.15055630905261744,-1.700965159795488,0,3,0,0
TXN00241,-0.6512503450399809,-0.0875027704364609,3,2,2,0
TXN00242,0.756951631174479,-0.1627094765438303,4,1,2,0
TXN00243,0.8410960455556886,1.5196923934136188,4,3,2,0
TXN00244,-0.6296926851571917,-1.2093361365380546,3,1,0,0
TXN00245,1.7013162157173118,0.21750220433231504,4,2,2,0
TXN00246,-0.9478420205241622,1.5036761504463085,2,1,0,0
TXN00247,-1.3306643355395007,0.8094068357329076,3,3,1,0
TXN00248,-0.16759381444385413,-1.4537579313870053,3,2,2,0
TXN00249,0.4568829137737187,-0.2810904028239488,5,3,3,0
TXN00250,0.4228079029912454,-0.18290386985043877,0,2,1,0
TXN00251,1.7061840744005223,0.6408881053812095,3,0,0,0
TXN00252,-1.1588984648605023,0.3484175816303285,5,1,1,0
TXN00253,0.19401854488035286,1.4994980001070104,4,1,2,0
TXN00254,1.6189103222943915,-0.9335782141443668,0,3,0,0
TXN00255,-0.27190507194122154,-1.6905197839472423,0,0,2,0
TXN00256,1.2044469258381851,1.7056200835123931,4,3,1,0
TXN00257,-0.8428353546434791,0.46192399918126564,2,3,3,0
TXN00258,0.2124468670382211,-1.0317647471178768,5,2,1,0
TXN00259,-1.6978399619302338,-0.31939011426751657,3,0,1,0
TXN00260,-0.9669657510653463,-0.8131082126945991,5,2,2,0
TXN00261,-0.702362861213691,-0.2845721947733641,4,3,3,0
TXN00262,-0.0027820275980136302,-1.2107288533178207,4,2,2,0
TXN00263,-0.19054229109327495,1.1520151635553684,2,2,2,0
TXN00264,-0.734351646846217,-1.2761865419668275,0,1,2,0
TXN00265,-1.399509765487763,-0.5777390769141282,0,0,0,0
TXN00266,1.1721104360140011,-1.2462431312018563,4,1,2,0
TXN00267,0.24965121554561548,-0.9816269430462973,5,0,3,0
TXN00268,0.6825429341596901,-0.23234531553213533,0,1,2,0
TXN00269,-0.16968003959380146,-0.6613020837000942,3,3,2,0
TXN00270,1.5684932145039974,0.37766463400541656,3,1,3,0
TXN00271,-0.024339687480802893,-0.352815316981903,5,0,1,0
TXN00272,-0.34561836057269446,-1.5150374696967137,2,0,2,0
TXN00273,1.6474220660103387,0.411786195109686,3,0,1,0
TXN00274,0.35952574010950916,1.562170255196485,5,1,2,0
TXN00275,-1.3084112672733956,-0.1223206899306134,5,2,2,0
TXN00276,-0.1686369270188278,-0.24696884171967937,4,1,0,0
TXN00277,-0.08553562521259177,-0.5853990192028418,0,2,3,0
TXN00278,-0.14812237971101222,0.507883652913547,4,1,3,0
TXN00279,1.448187564190367,0.9124678774355991,0,3,1,0
TXN00280,1.067103770133318,-0.008117913989793188,2,3,0,0
TXN00281,-0.5337263282596137,1.0983955675343735,2,1,2,0
TXN00282,-1.3685640924302107,-0.4976578620775774,2,1,0,0
TXN00283,0.6648100203851377,-0.3646534096099148,5,1,3,0
TXN00284,-1.1432517762358971,-0.5032287291966419,5,3,2,0
TXN00285,-0.5372033701761926,0.9229132532838448,4,2,2,0
TXN00286,1.3118875210604735,-1.5658716321581763,3,0,1,0
TXN00287,0.3178012371105622,1.6067371921490001,0,2,0,0
TXN00288,-0.5657151138921397,0.3198668876451234,0,1,2,0
TXN00289,-1.6536815295896816,1.633895169354439,2,3,3,0
TXN00290,-0.030598362930644937,1.661749504949761,0,0,1,0
TXN00291,0.7096638611090057,-0.1627094765438303,1,2,3,0
TXN00292,1.4499260851486564,1.1290353366892276,2,1,1,0
TXN00293,0.21522850057148424,0.6116410530061214,0,3,0,0
TXN00294,1.048327743783792,-1.478826833422795,4,3,1,0
TXN00295,1.39985668154992,0.2349111640793913,0,0,0,0
TXN00296,0.9394963317948719,-0.8618532999864126,5,2,0,0
TXN00297,-0.11787211503677567,-0.0018506884808457372,4,3,2,1
TXN00298,0.9381055150282404,1.5983808914704034,4,1,0,1
TXN00299,1.1220410324152648,0.7752852746286382,4,1,1,0
TXN00300,0.8198860898645572,0.7181838866582281,1,0,1,0
TXN00301,1.5486740755794974,1.7077091586820423,1,2,2,0
TXN00302,-0.9652272301070568,1.411756842981746,0,3,1,0
TXN00303,-1.3602191918304214,-0.58957716954214,2,0,0,0
TXN00304,-0.5344217366429295,-0.8897076355817346,0,2,1,0
TXN00305,-1.3633485295553425,1.5412795034999933,0,2,3,0
TXN00306,-0.922807318724794,-1.7204631947122133,0,3,3,0
TXN00307,-0.5427666372427189,-1.2636520909489326,5,0,2,0
TXN00308,-1.627256011023682,1.383902507386424,4,0,0,0
TXN00309,-1.5212062325680251,-1.3103081030710968,3,0,1,0
TXN00310,-0.6296926851571917,-1.6912161423371252,2,0,2,0
TXN00311,-1.488869742743841,-0.852800640917933,2,2,2,0
TXN00312,0.03720395444264387,-0.14251508323722187,4,0,0,0
TXN00313,1.5125128396470768,-0.9300964221949516,2,0,2,0
TXN00314,-1.665851176297708,-0.6000225453903858,4,3,3,0
TXN00315,-1.3911648648879738,-0.6014152621701518,2,1,2,0
TXN00316,-0.6974950025304805,0.8539737726854228,0,2,1,0
TXN00317,0.3897760047837457,-0.7295452059086331,5,3,3,0
TXN00318,-1.320233209789764,-0.5826135856433096,2,3,3,0
TXN00319,-0.5751031270669028,0.008594687367400015,2,3,3,1
TXN00320,-0.551806946225824,0.5427015724076995,3,2,1,0
TXN00321,1.1606361976892907,-1.5380172965628542,5,1,0,0
TXN00322,-1.1004841606619766,1.7348671358874812,0,2,2,0
TXN00323,0.30354536525258863,-1.020623012879748,5,0,2,0
TXN00324,0.6008324491200857,1.6213607183365442,5,1,3,0
TXN00325,-1.534071287659367,0.6360135966520282,2,2,3,0
TXN00326,0.1602912382895374,-0.8736913926144245,1,2,2,0
TXN00327,-1.073015529521003,1.1784767823709241,2,0,1,0
TXN00328,-0.7816394169116903,1.580971931723327,4,2,3,0
TXN00329,-0.388733680338273,1.718154534530288,3,1,3,0
TXN00330,0.8602197760968726,-1.187052668061797,5,3,1,0
TXN00331,-0.3362303473979314,0.5761267751220859,4,2,0,0
TXN00332,-1.1456857055775025,-0.5728645681849468,0,2,3,0
TXN00333,-0.6856730600141122,0.3609520326482234,4,1,0,0
TXN00334,0.9822639473687925,0.4904746931664707,1,2,1,0
TXN00335,-1.678368527197392,1.6011663250299357,5,3,2,0
TXN00336,-1.2419997666667384,0.8950589176885229,2,0,2,0
TXN00337,-1.4593148864529204,-0.030401382466050793,5,0,0,0
TXN00338,1.083098162949581,0.9055042935367685,3,0,3,0
TXN00339,0.8967287162209513,-1.3625349823123256,5,3,2,0
TXN00340,0.8212769066311888,-1.4544542897768882,4,0,1,0
TXN00341,0.7736414323740577,0.8170667780216212,4,1,3,0
TXN00342,0.21383768380485266,-1.643863771825078,2,1,0,0
TXN00343,0.2851170430947204,-0.10491173018353715,2,3,0,0
TXN00344,-0.7562570109206641,1.3100885180588207,2,3,0,0
TXN00345,-1.5451978217924196,0.3268304715439539,0,3,0,0
TXN00346,0.34944231855143026,-0.4398601157172843,3,1,1,1
TXN00347,-1.0917915558705293,0.3365794890023166,0,3,2,0
TXN00348,1.2986747617774737,1.1561933138946665,0,3,0,0
TXN00349,0.6919309473344533,0.8073177605632585,0,0,2,0
TXN00350,0.22392110536293153,0.20636047009418623,5,3,2,0
TXN00351,-0.7061876073219278,0.4229279293478148,1,2,0,0
TXN00352,1.0469369270171602,0.7119166611492806,5,0,3,0
TXN00353,-0.06988893658798666,1.6506077707116322,2,1,0,0
TXN00354,-0.9085514468668205,-0.8841367684626702,3,1,1,0
TXN00355,0.5820564227705596,-1.2873282762049563,0,1,3,0
TXN00356,1.1098713857072386,0.5740376999524367,5,0,0,0
TXN00357,-0.16898463121048568,-1.2302268882345462,4,1,2,0
TXN00358,1.454098535448551,1.676373031137305,0,0,2,0
TXN00359,0.35500558561795653,-1.2204778707761834,5,0,3,0
TXN00360,0.5678005509125861,1.6457332619824507,4,2,1,0
TXN00361,1.5219008528218398,-0.8291244556619093,5,2,2,0
TXN00362,0.32614613771035156,0.689633192673023,5,2,1,0
TXN00363,-1.435323297228526,-1.4976285099496374,0,2,2,0
TXN00364,-0.29033339409908976,-1.6278475288577678,5,2,3,0
TXN00365,-0.4214178743541148,-0.7441687320961772,2,1,0,0
TXN00366,-1.5323327667010775,0.39089544341319454,4,1,2,0
TXN00367,-1.332750560689448,-1.437045330029812,3,1,3,0
TXN00368,0.4561875053904029,0.7439491470839009,1,2,3,0
TXN00369,0.5132109928222971,-0.9433272316027295,0,3,0,0
TXN00370,0.8789958024463987,-0.0819319033173965,4,1,0,0
TXN00371,1.7127904540420222,0.5844830758006825,2,1,3,0
TXN00372,-0.07093204916296034,-1.0728498921209768,4,3,2,0
TXN00373,-0.391863018063194,-0.7775939348105636,3,2,1,0
TXN00374,-0.8657838312928999,-1.0679753833917955,0,0,1,0
TXN00375,-0.6456870779734547,-0.5491883829289231,4,3,0,0
TXN00376,0.24686958201235235,0.31429602052605904,2,3,2,0
TXN00377,-0.6710694839644807,-0.005332480430260988,0,1,3,0
TXN00378,-1.7305241559460756,-0.8263390221023771,2,1,1,0
TXN00379,0.08379631612480132,-1.4760413998632629,0,2,1,0
TXN00380,0.1161328059489852,0.341453997731498,1,0,2,0
TXN00381,-0.03894326353043433,-0.1348551409485083,3,0,3,1
TXN00382,-1.4273261008203944,1.607433550538883,1,3,0,0
TXN00383,1.4610526192817088,-0.25393242561850987,5,2,1,0
TXN00384,0.7114023820672951,0.3317049802731353,2,0,2,0
TXN00385,-0.2917242108657213,1.1527115219452513,1,3,0,0
TXN00386,0.6901924263761638,0.17572070093933204,2,1,2,0
TXN00387,0.7294830000335055,1.0663630815997531,0,0,3,0
TXN00388,1.0451984060588708,-0.0875027704364609,2,3,2,0
TXN00389,0.6321258263692959,-1.2030689110291073,5,0,0,0
TXN00390,-0.17941575696022244,1.0949137755849583,2,2,3,0
TXN00391,-1.5111228110099462,-1.0345501806774091,0,3,1,0
TXN00392,-1.1432517762358971,0.8811317498908618,0,2,0,0
TXN00393,1.7013162157173118,0.24814197348716927,1,3,2,0
TXN00394,-0.07962465395440761,-1.490664926050807,3,1,1,0
TXN00395,1.1578545641560276,0.3303122634933692,4,0,3,0
TXN00396,-1.4433204936366575,-1.255992148660219,1,1,0,0
TXN00397,0.06814962750019621,1.495319849767712,5,2,3,0
TXN00398,1.5924848037283919,0.4431223226544233,4,0,3,0
TXN00399,1.3737788671755782,1.36927898119888,2,1,2,0
TXN00400,1.156811451581054,0.1847733600078117,1,3,2,0
TXN00401,0.3365772634600883,0.7202729618278773,4,3,2,0
TXN00402,-0.7451304767876116,0.7899088008161822,1,1,1,0
TXN00403,-1.3320551523061321,0.16875711704050153,2,0,1,0
TXN00404,0.8967287162209513,-0.5547592500479875,0,2,2,0
TXN00405,-1.060498178621319,0.28017445942178953,1,3,1,0
TXN00406,1.4683544073065247,0.9201278197243126,5,2,0,0
TXN00407,-1.153335197793976,1.177084065591158,4,0,3,0
TXN00408,-1.3560467415305266,-1.257384865439985,4,0,2,0
TXN00409,-1.553890426583867,1.2885014079724462,4,3,3,0
TXN00410,0.9819162431771347,0.2989761359486319,1,2,3,0
TXN00411,0.08901187899966968,0.8818281082807449,2,0,3,0
TXN00412,-1.537548329575946,0.5524505898660621,1,2,0,0
TXN00413,-0.4551451809449302,1.5329232028213966,1,3,0,0
TXN00414,0.8424868623223202,1.0698448735491684,0,3,1,0
TXN00415,-0.5695398600003765,-0.9287037054151854,4,0,3,0
TXN00416,-0.3167589126650895,0.39785902731202505,2,0,1,0
TXN00417,1.6276029270858388,1.3616190389101663,3,2,3,1
TXN00418,-1.5302465415511302,-0.11187531408236766,2,0,2,0
TXN00419,0.7034051856591637,-0.8339989643910907,1,3,3,0
TXN00420,1.0949201054659492,-0.42175479758032497,5,0,3,0
TXN00421,-0.6376898815653232,-0.6473749159024332,2,1,0,0
TXN00422,-0.25451986235832696,-1.0491737068649531,4,3,2,0
TXN00423,-1.1481196349191076,-0.2943212122317268,5,2,1,0
